County,Statistic,CensusYear,Sex,Age Group,value
Louth,Population 2011 to 2016,2016,Female,45 - 49 years,4591.0
Louth,Population 2011 to 2016,2016,Female,50 - 54 years,4035.0
Louth,Population 2011 to 2016,2016,Female,55 - 59 years,3528.0
Louth,Population 2011 to 2016,2016,Female,60 - 64 years,2976.0
Louth,Population 2011 to 2016,2016,Female,65 - 69 years,2729.0
Louth,Population 2011 to 2016,2016,Female,70 - 74 years,2182.0
Louth,Population 2011 to 2016,2016,Female,75 - 79 years,1560.0
Louth,Population 2011 to 2016,2016,Female,80 - 84 years,1126.0
Louth,Population 2011 to 2016,2016,Female,85 years and over,1112.0
Meath,Population 2011 to 2016,2016,Female,All ages,98268.0
Meath,Population 2011 to 2016,2016,Female,0 - 4 years,7726.0
Meath,Population 2011 to 2016,2016,Female,5 - 9 years,8807.0
Meath,Population 2011 to 2016,2016,Female,10 - 14 years,7460.0
Meath,Population 2011 to 2016,2016,Female,15 - 19 years,6304.0
Meath,Population 2011 to 2016,2016,Female,20 - 24 years,4569.0
Meath,Population 2011 to 2016,2016,Female,25 - 29 years,5131.0
Meath,Population 2011 to 2016,2016,Female,30 - 34 years,7434.0
Meath,Population 2011 to 2016,2016,Female,35 - 39 years,8794.0
Meath,Population 2011 to 2016,2016,Female,40 - 44 years,8452.0
Meath,Population 2011 to 2016,2016,Female,45 - 49 years,7244.0
Meath,Population 2011 to 2016,2016,Female,50 - 54 years,6109.0
Meath,Population 2011 to 2016,2016,Female,55 - 59 years,5013.0
Meath,Population 2011 to 2016,2016,Female,60 - 64 years,4342.0
Meath,Population 2011 to 2016,2016,Female,65 - 69 years,3670.0
Meath,Population 2011 to 2016,2016,Female,70 - 74 years,2798.0
Meath,Population 2011 to 2016,2016,Female,75 - 79 years,1813.0
Meath,Population 2011 to 2016,2016,Female,80 - 84 years,1312.0
Meath,Population 2011 to 2016,2016,Female,85 years and over,1290.0
Offaly,Population 2011 to 2016,2016,Female,All ages,39123.0
Offaly,Population 2011 to 2016,2016,Female,0 - 4 years,2766.0
Offaly,Population 2011 to 2016,2016,Female,5 - 9 years,3019.0
Offaly,Population 2011 to 2016,2016,Female,10 - 14 years,2853.0
Offaly,Population 2011 to 2016,2016,Female,15 - 19 years,2610.0
Offaly,Population 2011 to 2016,2016,Female,20 - 24 years,1965.0
Offaly,Population 2011 to 2016,2016,Female,25 - 29 years,2101.0
Offaly,Population 2011 to 2016,2016,Female,30 - 34 years,2804.0
Offaly,Population 2011 to 2016,2016,Female,35 - 39 years,3060.0
Offaly,Population 2011 to 2016,2016,Female,40 - 44 years,2900.0
Offaly,Population 2011 to 2016,2016,Female,45 - 49 years,2699.0
Offaly,Population 2011 to 2016,2016,Female,50 - 54 years,2580.0
Offaly,Population 2011 to 2016,2016,Female,55 - 59 years,2207.0
Offaly,Population 2011 to 2016,2016,Female,60 - 64 years,1956.0
Offaly,Population 2011 to 2016,2016,Female,65 - 69 years,1798.0
Offaly,Population 2011 to 2016,2016,Female,70 - 74 years,1332.0
Offaly,Population 2011 to 2016,2016,Female,75 - 79 years,1024.0
Offaly,Population 2011 to 2016,2016,Female,80 - 84 years,761.0
Offaly,Population 2011 to 2016,2016,Female,85 years and over,688.0
Westmeath,Population 2011 to 2016,2016,Female,All ages,44688.0
Westmeath,Population 2011 to 2016,2016,Female,0 - 4 years,3221.0
Westmeath,Population 2011 to 2016,2016,Female,5 - 9 years,3399.0
Westmeath,Population 2011 to 2016,2016,Female,10 - 14 years,3128.0
Westmeath,Population 2011 to 2016,2016,Female,15 - 19 years,2935.0
Westmeath,Population 2011 to 2016,2016,Female,20 - 24 years,2440.0
Westmeath,Population 2011 to 2016,2016,Female,25 - 29 years,2667.0
Westmeath,Population 2011 to 2016,2016,Female,30 - 34 years,3342.0
Westmeath,Population 2011 to 2016,2016,Female,35 - 39 years,3584.0
Westmeath,Population 2011 to 2016,2016,Female,40 - 44 years,3303.0
Westmeath,Population 2011 to 2016,2016,Female,45 - 49 years,3106.0
Westmeath,Population 2011 to 2016,2016,Female,50 - 54 years,2886.0
Westmeath,Population 2011 to 2016,2016,Female,55 - 59 years,2509.0
Westmeath,Population 2011 to 2016,2016,Female,60 - 64 years,2151.0
Westmeath,Population 2011 to 2016,2016,Female,65 - 69 years,1891.0
Westmeath,Population 2011 to 2016,2016,Female,70 - 74 years,1445.0
Westmeath,Population 2011 to 2016,2016,Female,75 - 79 years,1087.0
Westmeath,Population 2011 to 2016,2016,Female,80 - 84 years,808.0
Westmeath,Population 2011 to 2016,2016,Female,85 years and over,786.0
Wexford,Population 2011 to 2016,2016,Female,All ages,76000.0
Wexford,Population 2011 to 2016,2016,Female,0 - 4 years,4958.0
Wexford,Population 2011 to 2016,2016,Female,5 - 9 years,5733.0
Wexford,Population 2011 to 2016,2016,Female,10 - 14 years,5288.0
Wexford,Population 2011 to 2016,2016,Female,15 - 19 years,4799.0
Wexford,Population 2011 to 2016,2016,Female,20 - 24 years,3678.0
Wexford,Population 2011 to 2016,2016,Female,25 - 29 years,4074.0
Wexford,Population 2011 to 2016,2016,Female,30 - 34 years,5263.0
Wexford,Population 2011 to 2016,2016,Female,35 - 39 years,5916.0
Wexford,Population 2011 to 2016,2016,Female,40 - 44 years,5673.0
Wexford,Population 2011 to 2016,2016,Female,45 - 49 years,5381.0
Wexford,Population 2011 to 2016,2016,Female,50 - 54 years,5174.0
Wexford,Population 2011 to 2016,2016,Female,55 - 59 years,4530.0
Wexford,Population 2011 to 2016,2016,Female,60 - 64 years,3976.0
Wexford,Population 2011 to 2016,2016,Female,65 - 69 years,3619.0
Wexford,Population 2011 to 2016,2016,Female,70 - 74 years,2965.0
Wexford,Population 2011 to 2016,2016,Female,75 - 79 years,2160.0
Wexford,Population 2011 to 2016,2016,Female,80 - 84 years,1460.0
Wexford,Population 2011 to 2016,2016,Female,85 years and over,1353.0
Wicklow,Population 2011 to 2016,2016,Female,All ages,72269.0
Wicklow,Population 2011 to 2016,2016,Female,0 - 4 years,5005.0
Wicklow,Population 2011 to 2016,2016,Female,5 - 9 years,5783.0
Wicklow,Population 2011 to 2016,2016,Female,10 - 14 years,5109.0
Wicklow,Population 2011 to 2016,2016,Female,15 - 19 years,4329.0
Wicklow,Population 2011 to 2016,2016,Female,20 - 24 years,3519.0
Wicklow,Population 2011 to 2016,2016,Female,25 - 29 years,3745.0
Wicklow,Population 2011 to 2016,2016,Female,30 - 34 years,5190.0
Wicklow,Population 2011 to 2016,2016,Female,35 - 39 years,5920.0
Wicklow,Population 2011 to 2016,2016,Female,40 - 44 years,5800.0
Wicklow,Population 2011 to 2016,2016,Female,45 - 49 years,5299.0
Wicklow,Population 2011 to 2016,2016,Female,50 - 54 years,4971.0
Wicklow,Population 2011 to 2016,2016,Female,55 - 59 years,4177.0
Wicklow,Population 2011 to 2016,2016,Female,60 - 64 years,3671.0
Wicklow,Population 2011 to 2016,2016,Female,65 - 69 years,3211.0
Wicklow,Population 2011 to 2016,2016,Female,70 - 74 years,2524.0
Wicklow,Population 2011 to 2016,2016,Female,75 - 79 years,1718.0
Wicklow,Population 2011 to 2016,2016,Female,80 - 84 years,1166.0
Wicklow,Population 2011 to 2016,2016,Female,85 years and over,1132.0
Clare,Population 2011 to 2016,2016,Female,All ages,60032.0
Clare,Population 2011 to 2016,2016,Female,0 - 4 years,3890.0
Clare,Population 2011 to 2016,2016,Female,5 - 9 years,4394.0
Clare,Population 2011 to 2016,2016,Female,10 - 14 years,4305.0
Clare,Population 2011 to 2016,2016,Female,15 - 19 years,3986.0
Clare,Population 2011 to 2016,2016,Female,20 - 24 years,2768.0
Clare,Population 2011 to 2016,2016,Female,25 - 29 years,2838.0
Clare,Population 2011 to 2016,2016,Female,30 - 34 years,3872.0
Clare,Population 2011 to 2016,2016,Female,35 - 39 years,4577.0
Clare,Population 2011 to 2016,2016,Female,40 - 44 years,4698.0
Clare,Population 2011 to 2016,2016,Female,45 - 49 years,4392.0
Clare,Population 2011 to 2016,2016,Female,50 - 54 years,4071.0
Clare,Population 2011 to 2016,2016,Female,55 - 59 years,3658.0
Clare,Population 2011 to 2016,2016,Female,60 - 64 years,3347.0
Clare,Population 2011 to 2016,2016,Female,65 - 69 years,3059.0
Clare,Population 2011 to 2016,2016,Female,70 - 74 years,2285.0
Clare,Population 2011 to 2016,2016,Female,75 - 79 years,1597.0
Clare,Population 2011 to 2016,2016,Female,80 - 84 years,1123.0
Clare,Population 2011 to 2016,2016,Female,85 years and over,1172.0
Cork,Population 2011 to 2016,2016,Female,All ages,274193.0
Cork,Population 2011 to 2016,2016,Female,0 - 4 years,18474.0
Cork,Population 2011 to 2016,2016,Female,5 - 9 years,19820.0
Cork,Population 2011 to 2016,2016,Female,10 - 14 years,17253.0
Cork,Population 2011 to 2016,2016,Female,15 - 19 years,17118.0
Cork,Population 2011 to 2016,2016,Female,20 - 24 years,16276.0
Cork,Population 2011 to 2016,2016,Female,25 - 29 years,16444.0
Cork,Population 2011 to 2016,2016,Female,30 - 34 years,21152.0
Cork,Population 2011 to 2016,2016,Female,35 - 39 years,22557.0
Cork,Population 2011 to 2016,2016,Female,40 - 44 years,20304.0
Cork,Population 2011 to 2016,2016,Female,45 - 49 years,18566.0
Cork,Population 2011 to 2016,2016,Female,50 - 54 years,17434.0
Cork,Population 2011 to 2016,2016,Female,55 - 59 years,15449.0
Cork,Population 2011 to 2016,2016,Female,60 - 64 years,13623.0
Cork,Population 2011 to 2016,2016,Female,65 - 69 years,12138.0
Cork,Population 2011 to 2016,2016,Female,70 - 74 years,9594.0
Cork,Population 2011 to 2016,2016,Female,75 - 79 years,7255.0
Cork,Population 2011 to 2016,2016,Female,80 - 84 years,5567.0
Cork,Population 2011 to 2016,2016,Female,85 years and over,5169.0
Kerry,Population 2011 to 2016,2016,Female,All ages,74652.0
Kerry,Population 2011 to 2016,2016,Female,0 - 4 years,4447.0
Kerry,Population 2011 to 2016,2016,Female,5 - 9 years,5021.0
Kerry,Population 2011 to 2016,2016,Female,10 - 14 years,4738.0
Kerry,Population 2011 to 2016,2016,Female,15 - 19 years,4465.0
Kerry,Population 2011 to 2016,2016,Female,20 - 24 years,3370.0
Kerry,Population 2011 to 2016,2016,Female,25 - 29 years,3677.0
Kerry,Population 2011 to 2016,2016,Female,30 - 34 years,5099.0
Kerry,Population 2011 to 2016,2016,Female,35 - 39 years,5595.0
Kerry,Population 2011 to 2016,2016,Female,40 - 44 years,5325.0
Kerry,Population 2011 to 2016,2016,Female,45 - 49 years,5168.0
Kerry,Population 2011 to 2016,2016,Female,50 - 54 years,5144.0
Kerry,Population 2011 to 2016,2016,Female,55 - 59 years,4915.0
Kerry,Population 2011 to 2016,2016,Female,60 - 64 years,4572.0
Kerry,Population 2011 to 2016,2016,Female,65 - 69 years,4209.0
Kerry,Population 2011 to 2016,2016,Female,70 - 74 years,3294.0
Kerry,Population 2011 to 2016,2016,Female,75 - 79 years,2288.0
Kerry,Population 2011 to 2016,2016,Female,80 - 84 years,1714.0
Kerry,Population 2011 to 2016,2016,Female,85 years and over,1611.0
Limerick,Population 2011 to 2016,2016,Female,All ages,97559.0
Limerick,Population 2011 to 2016,2016,Female,0 - 4 years,6449.0
Limerick,Population 2011 to 2016,2016,Female,5 - 9 years,6785.0
Limerick,Population 2011 to 2016,2016,Female,10 - 14 years,6055.0
Limerick,Population 2011 to 2016,2016,Female,15 - 19 years,6441.0
Limerick,Population 2011 to 2016,2016,Female,20 - 24 years,6243.0
Limerick,Population 2011 to 2016,2016,Female,25 - 29 years,5813.0
Limerick,Population 2011 to 2016,2016,Female,30 - 34 years,7345.0
Limerick,Population 2011 to 2016,2016,Female,35 - 39 years,7622.0
Limerick,Population 2011 to 2016,2016,Female,40 - 44 years,6927.0
Limerick,Population 2011 to 2016,2016,Female,45 - 49 years,6341.0
Limerick,Population 2011 to 2016,2016,Female,50 - 54 years,6117.0
Limerick,Population 2011 to 2016,2016,Female,55 - 59 years,5636.0
Limerick,Population 2011 to 2016,2016,Female,60 - 64 years,5100.0
Limerick,Population 2011 to 2016,2016,Female,65 - 69 years,4666.0
Limerick,Population 2011 to 2016,2016,Female,70 - 74 years,3682.0
Limerick,Population 2011 to 2016,2016,Female,75 - 79 years,2661.0
Limerick,Population 2011 to 2016,2016,Female,80 - 84 years,1895.0
Limerick,Population 2011 to 2016,2016,Female,85 years and over,1781.0
Tipperary,Population 2011 to 2016,2016,Female,All ages,79885.0
Tipperary,Population 2011 to 2016,2016,Female,0 - 4 years,5282.0
Tipperary,Population 2011 to 2016,2016,Female,5 - 9 years,5828.0
Tipperary,Population 2011 to 2016,2016,Female,10 - 14 years,5530.0
Tipperary,Population 2011 to 2016,2016,Female,15 - 19 years,5097.0
Tipperary,Population 2011 to 2016,2016,Female,20 - 24 years,3760.0
Tipperary,Population 2011 to 2016,2016,Female,25 - 29 years,4111.0
Tipperary,Population 2011 to 2016,2016,Female,30 - 34 years,5442.0
Tipperary,Population 2011 to 2016,2016,Female,35 - 39 years,5966.0
Tipperary,Population 2011 to 2016,2016,Female,40 - 44 years,5881.0
Tipperary,Population 2011 to 2016,2016,Female,45 - 49 years,5612.0
Tipperary,Population 2011 to 2016,2016,Female,50 - 54 years,5319.0
Tipperary,Population 2011 to 2016,2016,Female,55 - 59 years,4828.0
Tipperary,Population 2011 to 2016,2016,Female,60 - 64 years,4343.0
Tipperary,Population 2011 to 2016,2016,Female,65 - 69 years,3938.0
Tipperary,Population 2011 to 2016,2016,Female,70 - 74 years,3118.0
Tipperary,Population 2011 to 2016,2016,Female,75 - 79 years,2300.0
Tipperary,Population 2011 to 2016,2016,Female,80 - 84 years,1808.0
Tipperary,Population 2011 to 2016,2016,Female,85 years and over,1722.0
Waterford,Population 2011 to 2016,2016,Female,All ages,58525.0
Waterford,Population 2011 to 2016,2016,Female,0 - 4 years,3693.0
Waterford,Population 2011 to 2016,2016,Female,5 - 9 years,4261.0
Waterford,Population 2011 to 2016,2016,Female,10 - 14 years,4051.0
Waterford,Population 2011 to 2016,2016,Female,15 - 19 years,3685.0
Waterford,Population 2011 to 2016,2016,Female,20 - 24 years,3018.0
Waterford,Population 2011 to 2016,2016,Female,25 - 29 years,3189.0
Waterford,Population 2011 to 2016,2016,Female,30 - 34 years,3985.0
Waterford,Population 2011 to 2016,2016,Female,35 - 39 years,4629.0
Waterford,Population 2011 to 2016,2016,Female,40 - 44 years,4257.0
Waterford,Population 2011 to 2016,2016,Female,45 - 49 years,4096.0
Waterford,Population 2011 to 2016,2016,Female,50 - 54 years,3932.0
Waterford,Population 2011 to 2016,2016,Female,55 - 59 years,3443.0
Waterford,Population 2011 to 2016,2016,Female,60 - 64 years,3105.0
Waterford,Population 2011 to 2016,2016,Female,65 - 69 years,2850.0
Waterford,Population 2011 to 2016,2016,Female,70 - 74 years,2311.0
Waterford,Population 2011 to 2016,2016,Female,75 - 79 years,1654.0
Waterford,Population 2011 to 2016,2016,Female,80 - 84 years,1270.0
Waterford,Population 2011 to 2016,2016,Female,85 years and over,1096.0
Galway,Population 2011 to 2016,2016,Female,All ages,130395.0
Galway,Population 2011 to 2016,2016,Female,0 - 4 years,8658.0
Galway,Population 2011 to 2016,2016,Female,5 - 9 years,9264.0
Galway,Population 2011 to 2016,2016,Female,10 - 14 years,8397.0
Galway,Population 2011 to 2016,2016,Female,15 - 19 years,8187.0
Galway,Population 2011 to 2016,2016,Female,20 - 24 years,8197.0
Galway,Population 2011 to 2016,2016,Female,25 - 29 years,7768.0
Galway,Population 2011 to 2016,2016,Female,30 - 34 years,9889.0
Galway,Population 2011 to 2016,2016,Female,35 - 39 years,10750.0
Galway,Population 2011 to 2016,2016,Female,40 - 44 years,9933.0
Galway,Population 2011 to 2016,2016,Female,45 - 49 years,8900.0
Galway,Population 2011 to 2016,2016,Female,50 - 54 years,7972.0
Galway,Population 2011 to 2016,2016,Female,55 - 59 years,7448.0
Galway,Population 2011 to 2016,2016,Female,60 - 64 years,6643.0
Galway,Population 2011 to 2016,2016,Female,65 - 69 years,5716.0
Galway,Population 2011 to 2016,2016,Female,70 - 74 years,4414.0
Galway,Population 2011 to 2016,2016,Female,75 - 79 years,3191.0
Galway,Population 2011 to 2016,2016,Female,80 - 84 years,2454.0
Galway,Population 2011 to 2016,2016,Female,85 years and over,2614.0
Leitrim,Population 2011 to 2016,2016,Female,All ages,15980.0
Leitrim,Population 2011 to 2016,2016,Female,0 - 4 years,1075.0
Leitrim,Population 2011 to 2016,2016,Female,5 - 9 years,1206.0
Leitrim,Population 2011 to 2016,2016,Female,10 - 14 years,1112.0
Leitrim,Population 2011 to 2016,2016,Female,15 - 19 years,905.0
Leitrim,Population 2011 to 2016,2016,Female,20 - 24 years,631.0
Leitrim,Population 2011 to 2016,2016,Female,25 - 29 years,729.0
Leitrim,Population 2011 to 2016,2016,Female,30 - 34 years,1040.0
Leitrim,Population 2011 to 2016,2016,Female,35 - 39 years,1162.0
Leitrim,Population 2011 to 2016,2016,Female,40 - 44 years,1191.0
Leitrim,Population 2011 to 2016,2016,Female,45 - 49 years,1112.0
Leitrim,Population 2011 to 2016,2016,Female,50 - 54 years,1035.0
Leitrim,Population 2011 to 2016,2016,Female,55 - 59 years,1037.0
Leitrim,Population 2011 to 2016,2016,Female,60 - 64 years,976.0
Leitrim,Population 2011 to 2016,2016,Female,65 - 69 years,849.0
Leitrim,Population 2011 to 2016,2016,Female,70 - 74 years,628.0
Leitrim,Population 2011 to 2016,2016,Female,75 - 79 years,483.0
Leitrim,Population 2011 to 2016,2016,Female,80 - 84 years,358.0
Leitrim,Population 2011 to 2016,2016,Female,85 years and over,451.0
Mayo,Population 2011 to 2016,2016,Female,All ages,65460.0
Mayo,Population 2011 to 2016,2016,Female,0 - 4 years,4040.0
Mayo,Population 2011 to 2016,2016,Female,5 - 9 years,4490.0
Mayo,Population 2011 to 2016,2016,Female,10 - 14 years,4445.0
Mayo,Population 2011 to 2016,2016,Female,15 - 19 years,4103.0
Mayo,Population 2011 to 2016,2016,Female,20 - 24 years,2801.0
Mayo,Population 2011 to 2016,2016,Female,25 - 29 years,3052.0
Mayo,Population 2011 to 2016,2016,Female,30 - 34 years,4197.0
Mayo,Population 2011 to 2016,2016,Female,35 - 39 years,4549.0
Mayo,Population 2011 to 2016,2016,Female,40 - 44 years,4542.0
Mayo,Population 2011 to 2016,2016,Female,45 - 49 years,4500.0
Mayo,Population 2011 to 2016,2016,Female,50 - 54 years,4507.0
Mayo,Population 2011 to 2016,2016,Female,55 - 59 years,4395.0
Mayo,Population 2011 to 2016,2016,Female,60 - 64 years,4041.0
Mayo,Population 2011 to 2016,2016,Female,65 - 69 years,3656.0
Mayo,Population 2011 to 2016,2016,Female,70 - 74 years,2762.0
Mayo,Population 2011 to 2016,2016,Female,75 - 79 years,2092.0
Mayo,Population 2011 to 2016,2016,Female,80 - 84 years,1597.0
Mayo,Population 2011 to 2016,2016,Female,85 years and over,1691.0
Roscommon,Population 2011 to 2016,2016,Female,All ages,32167.0
Roscommon,Population 2011 to 2016,2016,Female,0 - 4 years,2124.0
Roscommon,Population 2011 to 2016,2016,Female,5 - 9 years,2347.0
Roscommon,Population 2011 to 2016,2016,Female,10 - 14 years,2223.0
Roscommon,Population 2011 to 2016,2016,Female,15 - 19 years,1974.0
Roscommon,Population 2011 to 2016,2016,Female,20 - 24 years,1313.0
Roscommon,Population 2011 to 2016,2016,Female,25 - 29 years,1537.0
Roscommon,Population 2011 to 2016,2016,Female,30 - 34 years,2105.0
Roscommon,Population 2011 to 2016,2016,Female,35 - 39 years,2314.0
Roscommon,Population 2011 to 2016,2016,Female,40 - 44 years,2289.0
Roscommon,Population 2011 to 2016,2016,Female,45 - 49 years,2174.0
Roscommon,Population 2011 to 2016,2016,Female,50 - 54 years,2173.0
Roscommon,Population 2011 to 2016,2016,Female,55 - 59 years,2083.0
Roscommon,Population 2011 to 2016,2016,Female,60 - 64 years,1927.0
Roscommon,Population 2011 to 2016,2016,Female,65 - 69 years,1679.0
Roscommon,Population 2011 to 2016,2016,Female,70 - 74 years,1268.0
Roscommon,Population 2011 to 2016,2016,Female,75 - 79 years,948.0
Roscommon,Population 2011 to 2016,2016,Female,80 - 84 years,818.0
Roscommon,Population 2011 to 2016,2016,Female,85 years and over,871.0
Sligo,Population 2011 to 2016,2016,Female,All ages,33170.0
Sligo,Population 2011 to 2016,2016,Female,0 - 4 years,2048.0
Sligo,Population 2011 to 2016,2016,Female,5 - 9 years,2281.0
Sligo,Population 2011 to 2016,2016,Female,10 - 14 years,2129.0
Sligo,Population 2011 to 2016,2016,Female,15 - 19 years,2113.0
Sligo,Population 2011 to 2016,2016,Female,20 - 24 years,1801.0
Sligo,Population 2011 to 2016,2016,Female,25 - 29 years,1658.0
Sligo,Population 2011 to 2016,2016,Female,30 - 34 years,2258.0
Sligo,Population 2011 to 2016,2016,Female,35 - 39 years,2443.0
Sligo,Population 2011 to 2016,2016,Female,40 - 44 years,2316.0
Sligo,Population 2011 to 2016,2016,Female,45 - 49 years,2152.0
Sligo,Population 2011 to 2016,2016,Female,50 - 54 years,2240.0
Sligo,Population 2011 to 2016,2016,Female,55 - 59 years,2195.0
Sligo,Population 2011 to 2016,2016,Female,60 - 64 years,1967.0
Sligo,Population 2011 to 2016,2016,Female,65 - 69 years,1745.0
Sligo,Population 2011 to 2016,2016,Female,70 - 74 years,1307.0
Sligo,Population 2011 to 2016,2016,Female,75 - 79 years,994.0
Sligo,Population 2011 to 2016,2016,Female,80 - 84 years,728.0
Sligo,Population 2011 to 2016,2016,Female,85 years and over,795.0
Cavan,Population 2011 to 2016,2016,Female,All ages,37846.0
Cavan,Population 2011 to 2016,2016,Female,0 - 4 years,2836.0
Cavan,Population 2011 to 2016,2016,Female,5 - 9 years,3062.0
Cavan,Population 2011 to 2016,2016,Female,10 - 14 years,2731.0
Cavan,Population 2011 to 2016,2016,Female,15 - 19 years,2572.0
Cavan,Population 2011 to 2016,2016,Female,20 - 24 years,1688.0
Cavan,Population 2011 to 2016,2016,Female,25 - 29 years,2033.0
Cavan,Population 2011 to 2016,2016,Female,30 - 34 years,2821.0
Cavan,Population 2011 to 2016,2016,Female,35 - 39 years,2984.0
Cavan,Population 2011 to 2016,2016,Female,40 - 44 years,2717.0
Cavan,Population 2011 to 2016,2016,Female,45 - 49 years,2609.0
Cavan,Population 2011 to 2016,2016,Female,50 - 54 years,2415.0
Cavan,Population 2011 to 2016,2016,Female,55 - 59 years,2182.0
Cavan,Population 2011 to 2016,2016,Female,60 - 64 years,1889.0
Cavan,Population 2011 to 2016,2016,Female,65 - 69 years,1649.0
Cavan,Population 2011 to 2016,2016,Female,70 - 74 years,1226.0
Cavan,Population 2011 to 2016,2016,Female,75 - 79 years,895.0
Cavan,Population 2011 to 2016,2016,Female,80 - 84 years,755.0
Cavan,Population 2011 to 2016,2016,Female,85 years and over,782.0
Donegal,Population 2011 to 2016,2016,Female,All ages,80170.0
Donegal,Population 2011 to 2016,2016,Female,0 - 4 years,5222.0
Donegal,Population 2011 to 2016,2016,Female,5 - 9 years,6082.0
Donegal,Population 2011 to 2016,2016,Female,10 - 14 years,5682.0
Donegal,Population 2011 to 2016,2016,Female,15 - 19 years,5236.0
Donegal,Population 2011 to 2016,2016,Female,20 - 24 years,3788.0
Donegal,Population 2011 to 2016,2016,Female,25 - 29 years,4155.0
Donegal,Population 2011 to 2016,2016,Female,30 - 34 years,5194.0
Donegal,Population 2011 to 2016,2016,Female,35 - 39 years,6047.0
Donegal,Population 2011 to 2016,2016,Female,40 - 44 years,5796.0
Donegal,Population 2011 to 2016,2016,Female,45 - 49 years,5689.0
Donegal,Population 2011 to 2016,2016,Female,50 - 54 years,5279.0
Donegal,Population 2011 to 2016,2016,Female,55 - 59 years,4772.0
Donegal,Population 2011 to 2016,2016,Female,60 - 64 years,4328.0
Donegal,Population 2011 to 2016,2016,Female,65 - 69 years,4045.0
Donegal,Population 2011 to 2016,2016,Female,70 - 74 years,3138.0
Donegal,Population 2011 to 2016,2016,Female,75 - 79 years,2322.0
Donegal,Population 2011 to 2016,2016,Female,80 - 84 years,1683.0
Donegal,Population 2011 to 2016,2016,Female,85 years and over,1712.0
Monaghan,Population 2011 to 2016,2016,Female,All ages,30520.0
Monaghan,Population 2011 to 2016,2016,Female,0 - 4 years,2239.0
Monaghan,Population 2011 to 2016,2016,Female,5 - 9 years,2400.0
Monaghan,Population 2011 to 2016,2016,Female,10 - 14 years,2108.0
Monaghan,Population 2011 to 2016,2016,Female,15 - 19 years,1888.0
Monaghan,Population 2011 to 2016,2016,Female,20 - 24 years,1424.0
Monaghan,Population 2011 to 2016,2016,Female,25 - 29 years,1774.0
Monaghan,Population 2011 to 2016,2016,Female,30 - 34 years,2254.0
Monaghan,Population 2011 to 2016,2016,Female,35 - 39 years,2369.0
Monaghan,Population 2011 to 2016,2016,Female,40 - 44 years,2176.0
Monaghan,Population 2011 to 2016,2016,Female,45 - 49 years,2051.0
Monaghan,Population 2011 to 2016,2016,Female,50 - 54 years,1949.0
Monaghan,Population 2011 to 2016,2016,Female,55 - 59 years,1817.0
Monaghan,Population 2011 to 2016,2016,Female,60 - 64 years,1555.0
Monaghan,Population 2011 to 2016,2016,Female,65 - 69 years,1413.0
Monaghan,Population 2011 to 2016,2016,Female,70 - 74 years,1033.0
Monaghan,Population 2011 to 2016,2016,Female,75 - 79 years,791.0
Monaghan,Population 2011 to 2016,2016,Female,80 - 84 years,630.0
Monaghan,Population 2011 to 2016,2016,Female,85 years and over,649.0
